Date,Open,High,Low,Close,Volume
03-01-00,2800,-50,45,-84,114.5
04-01-00,2800,-50,96,-74,144
05-01-00,2800,-51,90,-67,133
06-01-00,2800,-53,84,-66,125.5
07-01-00,2800,-55,84,-66,128
10-01-00,2800,-52,83,-67,125
11-01-00,2800,-49,85,-65,125
12-01-00,2800,-52,85,-65,126
13-01-00,2800,-52,84,-64,123.5
14-01-00,2800,-52,85,-63,123.5
18-01-00,2800,-47,87,-63,126
19-01-00,2800,-47,86,-71,133
20-01-00,2800,-61,91,-68,131.5
21-01-00,2800,-63,93,-67,134
24-01-00,2800,-59,92,-66,129
25-01-00,2800,-65,90,-66,121
26-01-00,2800,-56,92,-67,131.5
27-01-00,2800,-56,92,-68,132.5
28-01-00,2800,-60,91,-66,129
31-01-00,2800,-61,91,-68,131
01-02-00,2800,-60,91,-66,128
02-02-00,2800,-58,92,-65,128
03-02-00,2800,-58,91,-66,128.5
04-02-00,2800,-56,92,-66,130.5
07-02-00,2800,-61,91,-66,129.5
08-02-00,2800,-61,91,-68,131
09-02-00,2800,-60,91,-66,128
10-02-00,2800,-58,92,-65,128
11-02-00,2800,-58,91,-66,128.5
14-02-00,2800,-56,92,-66,130.5
15-02-00,2800,-61,91,-66,129.5
16-02-00,2800,-60,91,-66,128.5
17-02-00,2800,-60,90,-66,128.5
18-02-00,2800,-59,92,-66,128.5
22-02-00,2800,-57,93,-64,129.5
23-02-00,2800,-57,93,-64,129.5
24-02-00,2800,-61,91,-66,130
25-02-00,2800,-60,92,-65,128
28-02-00,2800,-60,91,-65,127.5
29-02-00,2800,-59,91,-67,129
01-03-00,2800,-56,92,-64,129
02-03-00,2800,-55,94,-62,128
03-03-00,2800,-60,94,-63,132
06-03-00,2800,-61,91,-65,128
07-03-00,2800,-59,91,-65,127
08-03-00,2800,-57,91,-66,128.5
09-03-00,2800,-55,91,-65,129
10-03-00,2800,-56,92,-65,129
13-03-00,2800,-61,91,-64,127
14-03-00,2800,-65,92,-64,131
15-03-00,2800,-60,91,-64,126.5
16-03-00,2800,-60,90,-65,126
17-03-00,2800,-55,91,-66,130
20-03-00,2800,-60,91,-65,128.5
21-03-00,2800,-55,92,-65,129.5
22-03-00,2800,-61,90,-66,128.5
23-03-00,2800,-63,92,-65,132
24-03-00,2800,-57,91,-64,126.5
27-03-00,2800,-58,91,-66,128
28-03-00,2800,-55,93,-64,129.5
29-03-00,2800,-60,90,-66,129
30-03-00,2800,-61,91,-66,129.5
