Date,Open,High,Low,Close,Volume
2020/4/10 16:41,75,58,22,58,78
2020/4/10 16:42,90,53,1,53,149
2020/4/10 16:43,135,89,46,89,153
2020/4/10 16:44,130,89,40,89,135
2020/4/10 16:45,127,90,42,90,136
2020/4/10 16:46,125,85,40,85,131
2020/4/10 16:47,125,85,43,85,125
2020/4/10 16:48,121,82,39,82,129
2020/4/10 16:49,123,82,50,82,131
2020/4/10 16:50,122,73,33,73,121
2020/4/10 16:51,130,89,50,89,119
2020/4/10 16:52,119,80,33,80,134
2020/4/10 16:53,131,86,50,86,135
2020/4/10 16:54,129,81,53,81,132
2020/4/10 16:55,125,76,44,76,130
2020/4/10 16:56,127,81,80,81,133
2020/4/10 16:57,98,47,52,47,132
2020/4/10 16:58,96,46,48,46,131
2020/4/10 16:59,97,48,45,48,131
2020/4/10 17:00,102,52,52,52,131
2020/4/10 17:01,100,50,35,50,131
2020/4/10 17:02,111,65,62,65,134
2020/4/10 17:03,98,49,43,49,131
2020/4/10 17:04,100,55,47,55,135
2020/4/10 17:05,103,53,43,53,130
2020/4/10 17:06,107,60,47,60,133
2020/4/10 17:07,108,60,48,60,133
2020/4/10 17:08,108,60,51,60,132
2020/4/10 17:09,106,57,50,57,131
2020/4/10 17:10,104,56,45,56,132
2020/4/10 17:11,104,59,63,59,135
2020/4/10 17:12,95,41,49,41,127
2020/4/10 17:13,100,46,53,46,129
2020/4/10 17:14,100,47,53,47,129
2020/4/10 17:15,101,47,2,47,127
2020/4/10 17:16,149,99,35,99,131
2020/4/10 17:17,162,114,39,114,131
2020/4/10 17:18,167,123,66,123,133
2020/4/10 17:19,150,101,57,101,130
2020/4/10 17:20,142,93,73,93,129
2020/4/10 17:21,118,69,55,69,129
2020/4/10 17:22,114,63,48,63,131
2020/4/10 17:23,113,66,49,66,132
2020/4/10 17:24,112,64,44,64,129
2020/4/10 17:25,118,68,57,68,129
2020/4/10 17:26,111,61,60,61,130
2020/4/10 17:27,103,51,53,51,130
2020/4/10 17:28,100,50,52,50,129
2020/4/10 17:29,100,48,46,48,130
2020/4/10 17:30,102,54,50,54,130
2020/4/10 17:31,103,52,56,52,51
2020/4/10 17:32,98,47,26,47,41
2020/4/10 17:33,119,72,37,72,126
2020/4/10 17:34,123,82,77,82,139
2020/4/10 17:35,99,46,47,46,131
2020/4/10 17:36,102,52,49,52,129
2020/4/10 17:37,103,53,50,53,130
2020/4/10 17:38,103,53,52,53,129
2020/4/10 17:39,102,51,50,51,131
2020/4/10 17:40,104,52,52,52,131
2020/4/10 17:41,104,52,48,52,130
2020/4/10 17:42,105,56,55,56,133
2020/4/10 17:43,104,50,53,50,130
2020/4/10 17:44,104,51,53,51,129
2020/4/10 17:45,104,51,49,51,131
2020/4/10 17:46,105,55,52,55,129
2020/4/10 17:47,104,53,45,53,130
2020/4/10 17:48,105,59,52,59,135
2020/4/10 17:49,104,53,57,53,131
2020/4/10 17:50,101,47,46,47,128
2020/4/10 17:51,104,55,51,55,133
2020/4/10 17:52,104,53,51,53,133
2020/4/10 17:53,105,53,53,53,130
2020/4/10 17:54,104,52,52,52,130
2020/4/10 17:55,105,52,53,52,134
2020/4/10 17:56,106,52,54,52,131
2020/4/10 17:57,105,52,47,52,131
2020/4/10 17:58,106,58,50,58,133
2020/4/10 17:59,105,56,49,56,135
2020/4/10 18:00,105,56,52,56,135
2020/4/10 18:01,104,53,39,53,132
2020/4/10 18:02,108,65,51,65,138
2020/4/10 18:03,105,57,49,57,135
2020/4/10 18:04,106,56,50,56,133
2020/4/10 18:05,105,56,53,56,135
2020/4/10 18:06,105,52,49,52,133
2020/4/10 18:07,106,56,48,56,133
2020/4/10 18:08,107,58,68,58,135
2020/4/10 18:09,105,39,50,39,127
2020/4/10 18:10,108,55,53,55,132
2020/4/10 18:11,108,55,49,55,133
2020/4/10 18:12,108,59,38,59,135
2020/4/10 18:13,111,70,55,70,140
2020/4/10 18:14,106,56,65,56,134
2020/4/10 18:15,106,41,50,41,127
2020/4/10 18:16,106,56,49,56,135
2020/4/10 18:17,107,57,49,57,135
2020/4/10 18:18,107,58,54,58,135
2020/4/10 18:19,106,53,45,53,133
2020/4/10 18:20,105,61,52,61,139
2020/4/10 18:21,105,53,46,53,136
2020/4/10 18:22,106,59,48,59,136
2020/4/10 18:23,106,58,51,58,134
2020/4/10 18:24,106,55,50,55,135
2020/4/10 18:25,105,56,50,56,136
2020/4/10 18:26,105,55,57,55,135
2020/4/10 18:27,108,48,50,48,129
2020/4/10 18:28,106,58,65,58,136
2020/4/10 18:29,104,41,51,41,129
2020/4/10 18:30,105,53,50,53,134
2020/4/10 18:31,105,55,53,55,136
2020/4/10 18:32,105,52,53,52,134
2020/4/10 18:33,104,52,51,52,134
2020/4/10 18:34,105,53,38,53,132
2020/4/10 18:35,108,67,52,67,143
2020/4/10 18:36,106,56,50,56,137
2020/4/10 18:37,106,56,51,56,135
2020/4/10 18:38,106,55,52,55,135
2020/4/10 18:39,104,54,50,54,136
2020/4/10 18:40,104,54,49,54,136
2020/4/10 18:41,104,55,64,55,138
2020/4/10 18:42,100,40,50,40,131
2020/4/10 18:43,104,50,47,50,134
2020/4/10 18:44,103,57,48,57,139
2020/4/10 18:45,104,55,49,55,137
2020/4/10 18:46,104,55,48,55,138
2020/4/10 18:47,105,56,53,56,137
2020/4/10 18:48,102,52,52,52,43
2020/4/10 18:49,100,50,48,50,126
2020/4/10 18:50,104,52,51,52,137
2020/4/10 18:51,105,53,54,53,130
2020/4/10 18:52,103,51,49,51,135
2020/4/10 18:53,103,54,49,54,143
2020/4/10 18:54,104,54,48,54,135
2020/4/10 18:55,102,56,48,56,44
2020/4/10 18:56,99,54,45,54,45
2020/4/10 18:57,101,54,49,54,44
2020/4/10 18:58,101,52,46,52,43
2020/4/10 18:59,101,55,47,55,44
2020/4/10 19:00,101,54,50,54,44
2020/4/10 19:01,101,51,49,51,41
2020/4/10 19:02,104,52,49,52,130
2020/4/10 19:03,100,55,50,55,136
2020/4/10 19:04,101,50,50,50,136
2020/4/10 19:05,101,51,50,51,38
2020/4/10 19:06,8,51,-42,51,93
2020/4/10 19:07,102,50,54,50,134
2020/4/10 19:08,99,48,46,48,135
2020/4/10 19:09,102,53,49,53,137
2020/4/10 19:10,102,53,48,53,138
2020/4/10 19:11,102,54,49,54,138
2020/4/10 19:12,102,53,53,53,139
2020/4/10 19:13,101,49,49,49,135
2020/4/10 19:14,101,52,37,52,137
2020/4/10 19:15,106,64,55,64,142
2020/4/10 19:16,102,51,51,51,136
2020/4/10 19:17,102,51,51,51,136
2020/4/10 19:18,102,51,53,51,137
2020/4/10 19:19,101,49,47,49,136
2020/4/10 19:20,102,54,51,54,138
2020/4/10 19:21,102,51,50,51,138
2020/4/10 19:22,100,52,52,52,136
2020/4/10 19:23,100,48,49,48,135
2020/4/10 19:24,99,51,46,51,140
2020/4/10 19:25,101,53,47,53,138
2020/4/10 19:26,101,54,52,54,137
2020/4/10 19:27,100,49,51,49,136
2020/4/10 19:28,100,49,40,49,139
2020/4/10 19:29,105,60,51,60,142
2020/4/10 19:30,102,54,52,54,138
2020/4/10 19:31,101,50,51,50,136
2020/4/10 19:32,101,50,50,50,138
2020/4/10 19:33,100,51,48,51,139
2020/4/10 19:34,101,52,48,52,137
2020/4/10 19:35,101,53,47,53,138
2020/4/10 19:36,102,54,52,54,138
2020/4/10 19:37,100,50,49,50,136
2020/4/10 19:38,100,51,48,51,139
2020/4/10 19:39,101,52,39,52,137
2020/4/10 19:40,106,62,56,62,141
2020/4/10 19:41,102,50,52,50,136
2020/4/10 19:42,101,50,51,50,137
2020/4/10 19:43,101,50,47,50,137
2020/4/10 19:44,101,54,48,54,138
2020/4/10 19:45,103,53,53,53,135
2020/4/10 19:46,101,50,50,50,140
2020/4/10 19:47,101,51,48,51,140
2020/4/10 19:48,101,53,47,53,137
2020/4/10 19:49,102,54,51,54,137
2020/4/10 19:50,99,51,51,51,139
2020/4/10 19:51,99,48,41,48,139
2020/4/10 19:52,99,58,51,58,144
2020/4/10 19:53,98,48,48,48,141
2020/4/10 19:54,100,50,52,50,140
2020/4/10 19:55,99,48,50,48,139
2020/4/10 19:56,99,49,49,49,141
2020/4/10 19:57,99,50,49,50,142
2020/4/10 19:58,99,50,49,50,144
2020/4/10 19:59,101,50,53,50,140
2020/4/10 20:00,99,48,42,48,140
2020/4/10 20:01,100,57,48,57,145
2020/4/10 20:02,100,52,47,52,142
2020/4/10 20:03,100,53,51,53,145
2020/4/10 20:04,101,49,51,49,138
2020/4/10 20:05,101,50,48,50,139
2020/4/10 20:06,103,53,49,53,139
2020/4/10 20:07,101,54,46,54,142
2020/4/10 20:08,103,55,53,55,140
2020/4/10 20:09,101,50,49,50,141
2020/4/10 20:10,102,52,51,52,53
2020/4/10 20:11,100,51,50,51,45
2020/4/10 20:12,98,50,50,50,131
2020/4/10 20:13,100,48,51,48,145
2020/4/10 20:14,101,49,51,49,140
2020/4/10 20:15,102,50,48,50,133
2020/4/10 20:16,102,54,48,54,140
2020/4/10 20:17,101,54,51,54,143
2020/4/10 20:18,102,50,52,50,139
2020/4/10 20:19,102,50,42,50,138
2020/4/10 20:20,102,60,52,60,144
2020/4/10 20:21,100,50,37,50,140
2020/4/10 20:22,105,63,56,63,143
2020/4/10 20:23,100,49,52,49,139
2020/4/10 20:24,100,48,47,48,139
2020/4/10 20:25,101,53,47,53,140
2020/4/10 20:26,102,54,69,54,141
2020/4/10 20:27,100,33,50,33,130
2020/4/10 20:28,101,50,50,50,140
2020/4/10 20:29,101,51,47,51,141
2020/4/10 20:30,102,54,48,54,141
2020/4/10 20:31,102,54,46,54,139
2020/4/10 20:32,103,56,52,56,140
2020/4/10 20:33,101,51,49,51,139
2020/4/10 20:34,101,52,47,52,141
2020/4/10 20:35,102,54,47,54,141
2020/4/10 20:36,102,55,52,55,141
2020/4/10 20:37,102,50,51,50,138
2020/4/10 20:38,102,51,49,51,140
2020/4/10 20:39,103,53,51,53,133
2020/4/10 20:40,101,52,50,52,140
2020/4/10 20:41,103,51,53,51,136
2020/4/10 20:42,102,50,50,50,136
2020/4/10 20:43,102,52,50,52,136
2020/4/10 20:44,101,52,49,52,137
2020/4/10 20:45,103,52,51,52,139
2020/4/10 20:46,102,52,52,52,138
2020/4/10 20:47,102,50,44,50,136
2020/4/10 20:48,103,58,49,58,141
