Date,Open,High,Low,Close,Volume
2020-01-14 19:50:00.,-57,79,-54,33,-14
2020-01-14 19:51:00.,-59,128,5,75,-14
2020-01-14 19:52:00.,-60,111,-8,61,-15
2020-01-14 19:53:00.,-57,110,-18,58,-15
2020-01-14 19:54:00.,-53,112,-14,62,-15
2020-01-14 19:55:00.,-53,112,-14,62,-15
2020-01-14 19:56:00.,-54,113,-11,64,-15
2020-01-14 19:57:00.,-56,113,-12,62,-15
2020-01-14 19:58:00.,-49,121,-3,67,-15
2020-01-14 19:59:00.,1,329,274,334,-14
2020-01-14 20:00:00.,-53,114,-8,59,-14
2020-01-14 20:01:00.,-57,116,31,64,34
2020-01-14 20:02:00.,-57,64,-6,63,51
2020-01-14 20:03:00.,-50,127,0,65,56
2020-01-14 20:04:00.,-55,124,-3,62,53
2020-01-14 20:05:00.,-51,126,-2,67,52
2020-01-14 20:06:00.,-56,129,0,75,50
2020-01-14 20:07:00.,-56,125,-2,63,47
2020-01-14 20:08:00.,-53,127,-1,63,45
2020-01-14 20:09:00.,-55,125,-3,62,43
2020-01-14 20:10:00.,-52,127,-1,67,41
2020-01-14 20:11:00.,-26,130,-1,69,40
2020-01-14 20:12:00.,-55,127,-1,64,38
2020-01-14 20:13:00.,-63,123,-1,48,36
2020-01-14 20:14:00.,-56,126,-1,63,35
2020-01-14 20:15:00.,-53,128,0,68,34
2020-01-14 20:16:00.,-58,127,-1,66,32
2020-01-14 20:17:00.,-55,126,0,63,31
2020-01-14 20:18:00.,-56,127,0,63,30
2020-01-14 20:19:00.,-54,128,0,67,29
2020-01-14 20:20:00.,-55,128,0,67,27
2020-01-14 20:21:00.,-57,130,0,67,27
2020-01-14 20:22:00.,-57,129,0,69,26
2020-01-14 20:23:00.,-54,129,0,66,24
2020-01-14 20:24:00.,-51,130,0,71,23
2020-01-14 20:25:00.,-26,135,2,78,23
2020-01-14 20:26:00.,-53,131,1,70,22
2020-01-14 20:27:00.,-56,131,2,67,21
2020-01-14 20:28:00.,-55,129,0,66,20
2020-01-14 20:29:00.,-57,129,0,67,19
2020-01-14 20:30:00.,-54,130,-1,68,19
2020-01-14 20:31:00.,-53,133,-1,74,18
2020-01-14 20:32:00.,-58,129,-2,66,17
2020-01-14 20:33:00.,-54,130,-2,68,17
2020-01-14 20:34:00.,-57,130,-1,68,16
2020-01-14 20:35:00.,-58,128,-3,65,15
2020-01-14 20:36:00.,-58,129,-2,67,15
2020-01-14 20:37:00.,-63,129,-1,72,14
2020-01-14 20:38:00.,-54,131,-1,67,14
2020-01-14 20:39:00.,-45,134,0,78,13
2020-01-14 20:40:00.,-59,129,-1,67,13
2020-01-14 20:41:00.,-59,131,-1,68,12
2020-01-14 20:42:00.,-57,130,-1,66,12
2020-01-14 20:43:00.,-53,133,0,71,11
2020-01-14 20:44:00.,-30,136,2,78,11
2020-01-14 20:45:00.,-57,131,0,68,11
2020-01-14 20:46:00.,-59,130,-1,67,10
2020-01-14 20:47:00.,-54,132,0,70,10
2020-01-14 20:48:00.,-57,131,-1,66,9
2020-01-14 20:49:00.,-54,133,0,72,9
2020-01-14 20:50:00.,-59,131,-1,69,9
2020-01-14 20:51:00.,-64,131,0,72,8
2020-01-14 20:52:00.,-55,133,0,70,8
2020-01-14 20:53:00.,-55,132,0,69,8
2020-01-14 20:54:00.,-57,131,-1,69,7
2020-01-14 20:55:00.,-60,130,-2,67,7
2020-01-14 20:56:00.,-57,131,-1,66,7
2020-01-14 20:57:00.,-58,130,-1,66,7
2020-01-14 20:58:00.,-64,128,-3,46,7
2020-01-14 20:59:00.,-60,130,-1,69,6
2020-01-14 21:00:00.,-58,130,-1,67,6
2020-01-14 21:01:00.,-56,130,-2,65,6
2020-01-14 21:02:00.,-57,130,-2,66,6
2020-01-14 21:03:00.,-55,132,-1,70,5
2020-01-14 21:04:00.,-60,131,-3,68,5
2020-01-14 21:05:00.,-65,128,-3,67,5
2020-01-14 21:06:00.,-58,129,-4,65,5
2020-01-14 21:07:00.,-54,128,16,66,5
2020-01-14 21:08:00.,-54,129,61,71,4
2020-01-14 21:09:00.,-60,131,-4,66,48
2020-01-14 21:10:00.,-63,132,-2,75,46
2020-01-14 21:11:00.,-58,136,1,70,44
2020-01-14 21:12:00.,-56,134,0,69,43
2020-01-14 21:13:00.,-59,132,-1,69,41
2020-01-14 21:14:00.,-60,131,-3,67,40
2020-01-14 21:15:00.,-61,132,-3,69,38
2020-01-14 21:16:00.,-59,131,0,65,37
2020-01-14 21:17:00.,-40,137,0,75,35
2020-01-14 21:18:00.,-60,130,-4,67,34
2020-01-14 21:19:00.,-61,131,-4,67,33
2020-01-14 21:20:00.,-59,130,-4,65,32
2020-01-14 21:21:00.,-56,131,-4,66,30
2020-01-14 21:22:00.,-57,131,-4,69,30
2020-01-14 21:23:00.,-55,132,-4,70,28
2020-01-14 21:24:00.,-61,131,-4,66,27
2020-01-14 21:25:00.,-58,130,-5,64,26
2020-01-14 21:26:00.,-55,132,-3,69,25
2020-01-14 21:27:00.,-59,133,-2,69,24
2020-01-14 21:28:00.,-57,132,-3,70,24
2020-01-14 21:29:00.,-65,133,-3,76,23
2020-01-14 21:30:00.,-59,131,-5,64,22
2020-01-14 21:31:00.,-56,133,-4,69,21
2020-01-14 21:32:00.,-55,134,-2,71,20
2020-01-14 21:33:00.,-61,132,-3,68,20
2020-01-14 21:34:00.,-61,131,-4,68,19
2020-01-14 21:35:00.,-58,132,-3,65,18
2020-01-14 21:36:00.,-63,129,-5,42,18
2020-01-14 21:37:00.,-61,133,-3,70,17
2020-01-14 21:38:00.,-57,133,-3,70,16
2020-01-14 21:39:00.,-60,134,3,69,16
2020-01-14 21:40:00.,-57,131,-8,65,15
2020-01-14 21:41:00.,-64,131,-6,45,15
2020-01-14 21:42:00.,-60,132,-2,70,14
2020-01-14 21:43:00.,-65,129,-5,72,14
2020-01-14 21:44:00.,-59,130,-6,65,13
2020-01-14 21:45:00.,-56,131,-5,65,13
